id,question,A,B,C,D,correct_letter,correct_text,clean_exp,mode,model_name,model_id,answer_provider,answer_model_name,verifier_provider,verifier_model,verifier_model_name,predicted_letter,predicted_text,is_correct,retrieved_context,retrieved_ids,retrieved_scores,timestamp_utc,hallucination_label,hallucination_reason
406b5b4f-9ad4-42c0-9669-12d038df4ac8,Highest concentration of oxygen is delivered through?,Nasal cannula,Venturi mask,Bag and mask,Mask with reservoir,C,Bag and mask,Bag and mask-100% O2 Venturi mask- 60% O2 Nasal cannula - 40% O2 Mask with reservoir- 80-90% O2,rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,B,Venturi mask,False,"B i.e. Ventimask Ventimask or venturimasks are high flow or fixed performance (performance not affected by changes in patient's tidal volume and respiratory rate) oxygen delivery devicesQ delivering accurate oxygen concentration

.HYPERBARIC OXYGEN It is administration of oxygen 1 or 2 atmospheres above the atmospheric pressure in a compression chamber. It increases the aerial oxygen saturation so that oxygen perfusion of tissues will be increased.Indications 1. Carbon monoxide poisoning. 2. Tetanus, gas gangrene infections. 3. Bedsores, frostbites, necrotising fasciitis. 4. Drenching in paralytic ileus to reduce the nitrogen gas in distended bowel. 5. As a radiosensitizer in the treatment of cancer. :SRB&;s manual of surgery,ed 3,pg no 98

Pulse oxymetry- Based on Beer Lambert law Utilization of a probe that transmits red (640 mm) and infrared light Photo detector as a receptor site Different absorption ability of light by oxygenated and deoxygenated haemoglobin leads to changes in the amount of light differently absorbed by the vascular bed before reaching the photo detector.",49d94986-c502-4c57-aa8e-5602085c54d0|cb7ae32c-5d79-4d98-932f-885cb393d2a9|2b7ff41e-66e4-467a-97ec-9ea4e5e98cbc,0.5900|0.6050|0.6165,2026-04-20T17:25:43.615110+00:00,FACTUAL_ERROR,"```json
{
  ""label"": """",
  ""reason"": ""The model incorrectly identified the Venturi mask (delivering 60% O2) as the device providing the highest concentration of oxygen. The correct answer, Bag and mask, delivers 100% O2, which is factually higher than all other options presented. This is a direct factual inaccuracy regarding the oxygen delivery capabilities of the devices.""
}
```"
8d2e7fe2-3354-44c2-8cdf-55ff23caaebb,Sharpest cusp is seen in,Upper Canine,Lower Canine,Upper Premolar,Lower premolar,A,Upper Canine,,rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,A,Upper Canine,True,"Ans. is 'a' i.e., Failure of obliteration of second branchial cleft Brachial Cyst A branchial cleft cyst is a congenital epithelial cyst that arises on the lateral part of the neck usually due to failure of obliteration of the second branchial cleft in embryonic development. Less commonly, the cysts can develop from the first, third, or fourth clefts. The cyst, usually presents as a smooth, slowly enlarging lateral neck mass that may increase in size after an upper respiratory tract infection. Treatment is generally conservative.

:

:",b42e0068-f0a8-4d38-b7f2-a68b8ce48286|aa2c69c6-22ee-43c0-8c4b-6c73a2ff84b0|833c680b-868a-47d2-a03b-7c9972141b05,0.6722|0.7066|0.7066,2026-04-20T17:25:45.935687+00:00,,
7f0270fd-7d45-43ec-b77e-0038115bb845,A mother is Hbs Ag positive and anti Hbe Ag positive. Risk of transmission of Hep. B in child is:,20%,50%,0%,90%,A,20%,"Before answering these questions lets first discuss hepatitis in brief. Maternal infection: The acute infection is manifested by flu like illness as malaise, anorexia, nausea and vomiting. In majority, it remains asymptomatic. Jaundice is rare and fever is uncommon. Clinical course (HBV): Nearly 90–95% of patients clear the infection and have full recovery. 1% develop fulminant hepatitis resulting massive hepatic necrosis. 10-15% become chronic and 10% of these chronic cases suffer from chronic active hepatitis, cirrhosis and hepatocellular carcinoma. Diagnosis is confirmed by serological detection of HBsAg, HBeAg (denote high infectivity) and antibody to hepatitis B core antigen (HBcAg) and HBV DNA titer (107–1011). Screening: All pregnant women should be screened for HBV infection at first antenatal visit and it should be repeated during the third trimester for ‘high risk’ groups (intravenous drug abusers, sexual promiscuity, hemophilics, patients on hemodialysis or having multiple sex partners). Hepatitis C (HCV): It is recognized as the major cause of non-A, non-B hepatitis worldwide and is the leading cause of transfusion associated hepatitis. Transmission is mainly blood borne and to a lesser extent by faecal-oral route. It is responsible for chronic active hepatitis and hepatic failure. Perinatal transmission (10–40%) is high when coinfected with HIV and HBV. Detection is by antibody to HCV by EIA, which develops usually late in the infection. Confirmation is done by recombinant immunoblot assay (RIBA-3). Chronic carrier state is present. Breastfeeding is not contraindicated. Hepatitis D (HDV): It is seen in patients infected with HBV either as a co-infection or super infection. Perinatal transmission is known. Hepatitis E (HEV): Hepatitis E is the most important cause of non-A, non-B hepatitis in developing countries like India. Chronic carrier state is present. Perinatal transmission is uncommon. Maternal mortality is very high (15–20%).",rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,B,50%,False,"Type I RPGN is anti - GBM mediated and it is seen in Goodpasture's syndrome.

Diethylstilbestrol (DES) is the risk factor for clear cell adenocarcinoma of the vagina and cervix in young women with a history of in utero exposure to DES while their mothers were pregnant.

: True positives Sensitivity denotes true positives",0297e7f0-4705-4b8d-9289-98ec58229859|002b10de-a518-4f65-8e2b-9e306be97722|0f896d5f-c39d-4a50-a1aa-9ed2a58fab4e,0.5018|0.6091|0.6100,2026-04-20T17:25:54.415256+00:00,FACTUAL_ERROR,"```json
{
 ""label"": """",
 ""reason"": ""The model incorrectly states the risk of Hep B transmission as 50% for a mother who is HBsAg positive and anti-HBeAg positive. The medically accepted risk for this specific serological profile (indicating lower infectivity compared to HBeAg positive mothers) is approximately 20%. The model's chosen percentage is a direct factual inaccuracy regarding the transmission rate.""
}
```"
8b9a0e04-4281-418a-aa94-7414a325732f,"In a patient with competent lips together at rest, the lip
line is opposite the tips of the upper incisors. The lip line is then described as",Average,High,Incomplete,Low,D,Low,,rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,B,High,False,"Black line in the gingiva that follow the contour of the margin is due to Bismuth, Arsenic and Mercury.

Maxillary teeth should contact the wet dry lip line when fricative sounds f, v, and ph are made. These sounds help to determine the position of the incisal edges of the maxillary anterior teeth.

Ans. is 'd' i.e., Pleural surface Kerley's line Kerley's line is a linear opacity which, depending on its locaton, extent and orientation, may be be fuher classified as :? Kerley's A lines o These are thin, non-branching lines radiating from hilum. These lines are 2-6 cm in length. These lines are found in the mid and upper zones of the lung fields pleural. These lines are due to the thick interlobar septa. Kerley's B lines (septal lines) These are transverse (Horizontal) lines at the lung base pleural. These are 1-2 cm in length and are perpendicular to pleura. Kerley's B line is due to the thickening of interlobar septa due to edema caused by pulmonary venous hypeension (congestion), as occurs in left ventricular failure or mitral stenosis",8dd635e1-a437-46d5-a873-8fbcbe2477d8|dc80c84f-0f07-4372-9023-98c2b5bf9def|81697ce5-1551-43f9-a2c6-b41cf41fb01b,0.5157|0.5372|0.5470,2026-04-20T17:26:15.818177+00:00,FACTUAL_ERROR,"```json
{
 ""label"": """",
 ""reason"": ""The question describes a lip line position 'opposite the tips of the upper incisors'. In dental terminology, this position, where the upper lip covers the incisal edges or is at their level, is described as a 'low' lip line. A 'high' lip line would expose more of the incisors and potentially the gingiva. The model incorrectly chose 'High', which is the opposite of the correct medical/dental description for the given scenario, indicating a factual misunderstanding of lip line classification.""
}
```"
a3da135a-a6a2-4e1c-8823-8ab0913f5668,"A patient presented to emergency with overdose some drug. There were increased salivation and increased bronchial secretions. On examination, blood pressure was 88/60 mmHg. RBC esterase level is 50. What should be the treatment of this person?",Neostigmine,Atropine,Flumazenil,Physostigmine,B,Atropine,"Low esterase levels are suggestive of overdose of some drug which acts by inhibiting acetyl choline esterase like organophosphate poisoning. Inhibition of choline esterase results In increased amount of Ach at synapse, so poisoning or overdose results in cholinergic symptoms like salivation, lacrimation, urination, emesis, increased bronchial secretions, reduction in blood pressure.So treatment Of choice is Atropine. Atropine -It is highly effective in counter-acting the muscarinic symptoms, but higher doses are required to antagonize the central effects. It does not reverse peripheral muscular paralysis which is a nicotinic action. All cases of anti-ChE (carbamate or organophosphate) poisoning must be promptly given atropine2 mg i.v. repeated every 10 min till dryness of mouth or other signs of atropinization appear (upto 200 mg has been administered in a day). Continued treatment with maintenance doses may be required for 1-2 weeks. Neostigmine and physostigmine worsens the signs and symptoms as these also act by inhibiting choline esterase. Physostigmine and flumazenil are respectively used for Atropine and benzodiazepines poisoning.",rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,A,Neostigmine,False,"(Narcotic overdose): Pulmonary edema with normal pulmonary capillary wedge pressure suggests a diagnosis of ARDS or non cardiogenic pulmonary edema. Narcotic overdose is the only non cardiogenic cause for pulmonary edema (ARDS) amongst the options provided and hence the answer here.

Mechanism of toxicity:Mercury reacts with sulfhydryl (SH) groups, resulting in enzyme inhibition and pathologic alteration of cellular membranes.Clinical presentation:Severe chemical pneumonitis and noncardiogenic pulmonary edema.Acute gingivostomatitis may also occur.Chronic intoxication:Classic triad Tremor Gingivostomatitis. Metallic tasteFrequent blushing (""erethism"")Pain in the extremities, often accompanied by pinkish discoloration and desquamation (""pink disease"")

(Norepinephrine) The patient in question is presenting with features of septic shock. Dopamine is the initial recommended vasopressor agent to maintain blood pressure but is not provided amongst the options. Patients who remain hypotensive despite dopamine should he adminstered norepinephrine and hence norepinephrine is the single best answer of choice here. Harrison 14th / 221 Treatment of septic shock Iffluid therapy alone fails to restore adequate aerial pressure and organ perfusion , therapy with vaso pressor agent should be intitiated. For the persistantly hypotensive patient dopamine frequently raises aerial pressure and maintains or enhances blood flow to the renal and splanchnic circulation. Patients who remain hypotensive despite dopamine require nor epinephrine, a more potent vasopressor. Once hypotension, has been corrected to optimize oxygen delivery to tissues, raising a low cardiac index with dobutamine can be useful - : Treatment of septic shock In the presence of sepsis, augmentation of cardiac output may require inotropic suppo with dopamine, nore pinephrine or vaso pressin in the presence of hypotension or with dobutamine if aerial pressure is normal",89fc1b77-c3b6-40a9-8f8f-5db4ac525b7d|0127d2ac-5b69-4e94-9e3e-b7b389c0122e|16455382-2e31-4a2e-a0dc-6f3e602e394c,0.5276|0.5542|0.5836,2026-04-20T17:26:33.535122+00:00,FACTUAL_ERROR,"```json
{
 ""label"": """",
 ""reason"": ""The model chose Neostigmine, which is an acetylcholinesterase inhibitor. This drug would worsen the cholinergic crisis caused by organophosphate poisoning by further increasing acetylcholine levels. The correct treatment is Atropine, a muscarinic antagonist. The model's choice demonstrates a fundamental factual error regarding the pharmacology and appropriate treatment for this specific medical emergency.""
}
```"
7751b7ed-6aa4-4b9a-a03c-bb991a2936db,The current bar clasp design used is:,Mesio-occlusal rest,Disto-occlusal rest,Mesial or distal depending on the situation,Choice of the dentist,A,Mesio-occlusal rest,,rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,A,Mesio-occlusal rest,True,":

:

:",aa2c69c6-22ee-43c0-8c4b-6c73a2ff84b0|833c680b-868a-47d2-a03b-7c9972141b05|1202b747-45f3-45f8-9750-38c99a04265f,0.8519|0.8519|0.8519,2026-04-20T17:26:35.135003+00:00,,
159339f1-1545-47f6-9aad-47c1282458b4,All of the following are true regarding Class-II inlay gingival margins preparation except?,Removal of week enamel rods,Increased metal burnishability,Lap sliding fit of metal margin,Margins of restoration in self-cleansable area,D,Margins of restoration in self-cleansable area,,rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,D,Margins of restoration in self-cleansable area,True,"Black line in the gingiva that follow the contour of the margin is due to Bismuth, Arsenic and Mercury.

Inadequate attached gingiva around crowded incisors indicates the possibility of tissue dehiscence developing when the teeth are aligned, especially with non-extraction (arch expansion) treatment. proffit page 173

The space between the teeth during casual repetition of the sound “s”. It is considered the closest relationship of the occlusal surfaces and incisal edges of the mandibular teeth to the maxillary teeth during function and rapid speech. This phonetic method is one of the several techniques to determine vertical dimension of occlusion in dentate and edentate patients. This method was proposed by Silverman.",8dd635e1-a437-46d5-a873-8fbcbe2477d8|01292a7b-e4cf-47a6-874f-db071aa76942|720443b9-9c09-450e-b20b-ceb1e5c4d169,0.4288|0.5558|0.6838,2026-04-20T17:26:37.770543+00:00,,
b6149b01-79a9-4d07-8cbc-828452b3906e,Breakdown of periodontal fibres in periodontitis is due to bacterial enzyme: (OR) Which of the following bacterial products have been implicated in initiation of inflammatory periodontal disease?,Collagenase,Hyaluronidase,Coagulase,None of the above,A,Collagenase,,rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,B,Hyaluronidase,False,"Ans. is 'b' i.e., Staphylococcus Impetigo Impetigo is a highly contagious, Gram-positive bacterial infection of superficial layer of epidermis. Impetigo occurs in Two forms : ? 1. Non - bullous impetigo (Impetigo contagiosa) It is the most common bacterial infection of children (occurs mainly in children in contrast to Bullous impetigo which occurs in infants). It is caused by both staphylococcus aureus and hemolytic group A streptococcus (Str. pyogens), though it is mostly caused by staph aureus. Most commonly occurs on face, i.e., around nose & mouth; and exposed pas, i.e., arms, legs. Presents erythematous macule/papule which changes into vesicle which soon ruptures with formation of crusting. Crust has characteristic features : - Honey-yellow colour in streptococcal impetigo. Waxy in staphylococcal impetigo. Lesion heal without scarring. Mucous membrane involvement is rare. Lymphadenopathy is common 2. Bullous impetigo It is caused by staphylococcus aureus most often phage type 71. It usually occurs in infants and manifests as vesicle that develop into bulla and later a pustule without any surrounding erythema. It mainly occurs on face. Mucous membrane may be involved (in contrast to impetigo contigiosa). Lymphadenopathy is rare.

Ans. is 'b' i.e., E. coli ""Group B streptococcus followed by E.coli are the two most common causes of neonatal meningitis"". Most common cause of neonatal meningitis --> Group B streptococcus (Str. agalactiae) Second most common cause of neonatal meningitis -- E.coli

(Group B). (. Textbook of microbiology by Ananthanarayan 6th ed. 187).Serological or Lancefield classification system for streptococci1Group A streptococciCatalase -,Beta-hemolysis,Bacitracin sensitive,PYR test +,Ribose not fermented.Includes Streptococcus pyogenes.2Group B streptococciCAMP + and Beta-hemolysis +.CAMP reaction (Christie, Atkins and Munch Peterson reaction) due to their ability to hydrolyze hippurate, which can be demonstrated as accentuated zone of hemolysis when streptococcus agalactiae is inoculated perpendicular to streak of staph aureus grown on blood agar.Includes only one bacterium, S. agalactiae.Currently, it has been found to be a cause of sexually transmitted urogenital infections in females.3Group C streptococciRibose and trehalose fermentation4Group D streptococciGrow in 6.5% NaCI and are optochin sensitive.Hydrolysis of bile esculin (dark brown medium)-this indicates the ability of the bacteria to tolerate bile from the liver and growth in high salt cone.Includes Enterococcus and non-Enterococcus.The Enterococci include E. faecalis, a cause of urinary tract infections, and E. faecium, a bacterium resistant to many common antibiotics. Diseases such as septicemia, endocarditis, and appendicitis have also been attributed to group D Strep. Once identified, Group D Strep can be treated with ampicillin alone or in combination with gentamicin. Viridans GroupThe Viridans Streptococci, consisting of S. mutans and S. mitis, are alpha-hemolytic bacteria.These bacteria inhabit the mouth.In fact, a large percentage of tooth decay can be attributed to S. mutans.5Group F streptococciMinute streptococci;streptococcus MG.",3b71f9a9-a205-4ba2-8554-2d5d98acbca5|526dfc45-7b32-4f22-a8ee-7b05bd77361b|1a1c1412-b518-4dfe-859f-f2c7c82278e5,0.5735|0.5836|0.5993,2026-04-20T17:26:55.137722+00:00,FACTUAL_ERROR,"```json
{
  ""label"": """",
  ""reason"": ""The question asks for the bacterial enzyme responsible for the breakdown of periodontal fibers in periodontitis. Periodontal fibers are primarily composed of collagen. The correct enzyme for breaking down collagen is collagenase. The model chose Hyaluronidase, which breaks down hyaluronic acid (a component of the extracellular matrix ground substance), not collagen fibers. Therefore, the model's answer is medically and factually incorrect regarding the specific enzyme responsible for the breakdown of periodontal fibers.""
}
```"
f0f91922-12fd-4213-871c-19e47532a6d6,"In a study, two groups of newborns are checked for their weights based on whether their mothers received food supplements or not. The appropriate test which can be used for comparing the data is:",Chi square test,Paired T-test,Student's T-test,Fischer exact test,C,Student's T-test,"Student's T-test(quantitative variable (weight) in two unrelated group of people.Hence, ""Student's t-test"" used.Student t-test:Used when outcome variable is normally distributed in population (for quantitative data).Ex: BP, blood glucose.",rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,A,Chi square test,False,"Apgar score is an objective method of evaluating the newborn&;s condition. It includes Hea rate, Respiratory effo, Muscle tone, Reflex irritability and Color. It is generally performed at 1min and again at 5 min after bih. : page 126 Ghai Essential Pediatrics 8th edition

A neonate whose weight falls between the 10th and <90th percentile for gestational age is considered as Appropriate for gestational age (AGA). If the weight falls below the 10th percentile, the neonate is classified as Small for gestational age (SGA) or microsomic. If the weight falls at or above the 90th percentile, then the neonate is classified as Large for gestational age (LGA) or macrosomic. : page 137 Ghai Essential Pediatrics 8th edition

APGAR is used to quantitatively evaluate newborns condition after bih by giving scores between 0 and 2 in each of 5 different categories assigned at 1 and 5 minutes of life. The 5 criteria used were hea rate, respiration's, muscle tone, reflex irritability and color. APGAR score for HR less than 100 is 1, grimace on nasal suction score is 1, feeble cry score is 1, floppy score is 0 and blue color score is 0. So the total score is 3. Signs 0 1 2 Heabeats per minute Absent Slow (<100) >100 Respiratory effo Absent Slow, irregular Good, crying Muscle tone Limp Some flexion of extremities Active motion Reflex irritability No response Grimace Cry or cough Color Blue or pale Body pink, extremities blue Completely pink : Raab E.L., Kelly L.K. (2013). Chapter 9. Normal Newborn Assessment & Care. In A.H. DeCherney, L. Nathan, N. Laufer, A.S. Roman (Eds), CURRENT Diagnosis & Treatment: Obstetrics & Gynecology, 11e",4fa29ea9-bf76-4f1d-a099-a176bb6d76f0|eaaeca46-414c-4a5c-95c6-6e1ea3208aa2|54f65873-b2d3-4556-ac81-cc5df04ef2cf,0.5629|0.5632|0.5975,2026-04-20T17:27:05.072039+00:00,FACTUAL_ERROR,"```json
{
 ""label"": """",
 ""reason"": ""The model incorrectly chose the Chi-square test. The Chi-square test is used for comparing categorical variables, whereas the question involves comparing newborn weights, which is a quantitative variable. The appropriate test for comparing the means of a quantitative variable between two independent groups is the Student's T-test. This represents a fundamental factual error in applying the correct statistical methodology based on the type of data.""
}
```"
3624dceb-9318-4aa7-add1-b4c2fbac3065,Which vitamin is required for glycogen Phosphorylase?,PLP,TPP,Riboflavin,Lipoic acid,A,PLP,"Glycogen phosphorylase is the rate limiting enzyme of glycogenolysis. And it requires PLP. The active form of vitamin B6 is the coenzyme pyridoxal phosphate (PLP) PLP can be synthesized from the three compounds pyridoxine, pyridoxal and pyridoxamine. This PLP for this enzyme Glycogen phosphorylase is not required as co-enzyme, but it act as a phosphate donor. Enzyme glycogen phosphorylase will cut glycogen a (1-4) bond apa and the glucose released are transferred in Glucose-1-phosphate and that phosphate is taken from PLP.",rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,A,PLP,True,"D i.e. Storage as glycogen

Carboxylation The only known biological role of vitamin K is as a cofactor for an enzyme carboxylase that catalyzes carboxylation of glutamic acid residues on vitamin K-dependent proteins. The key vitamin K-dependent proteins include: Coagulation proteins: factors II (prothrombin), VII, IX and X Anticoagulation proteins: proteins C, S and Z Bone proteins: osteocalcin and matrix-Gla protein Gas6 is a vitamin K-dependent protein that is found throughout the nervous system, as well in the hea, lungs, stomach, kidneys, and cailage. These proteins have in common the requirement to be post-translationally modified by carboxylation of glutamic acid residues (forming gamma-carboxyglutamic acid) in order to become biologically active. Prothrombin, for example, has 10 glutamic acids in the amino-terminal region of the protein which are carboxylated. Without vitamin K. the carboxylation does not occur and the proteins that are synthesized are biologically inactive. Carboxylation of glutamic acid residues is critical for the calcium-binding function of those proteins. Also Know There are two naturally occurring forms of vitamin K: - phylloquinone synthesized by plants - menaquinones synthesized by intestinal bacteria Synthetic forms of vitamin K are: - menadiotze - menadiol - menadiol acetate

While both folic acid and vitamin B12 are involved in sulphur containing amino acid metabolism, vitamin B12 acts as cofactor and folate acts as substrate.",1ffda4f8-611d-415a-80bb-881d4badef90|627c6677-b31d-4ba4-b33c-eb894c70f00a|d52a4615-789a-40ee-aadb-b8d3aabdab56,0.4547|0.4745|0.4873,2026-04-20T17:27:09.821559+00:00,,
7b81cd07-3765-4f50-8b28-a88576f4223e,"A child's behaviour is traced to have dental difficulties
from	his	mother.	The	most	satisfactory	method	of
handling the situation is to:",Introduce another child as a good example,Modify his fear by familiarization,Use small amounts of barbiturates,Use firmness,B,Modify his fear by familiarization,,rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,B,Modify his fear by familiarization,True,"Classical conditioning (1927) occurs readily with young children and can have a considerable impact on a young child's behavior on the first visit to a dental office. By the time a child is brought for the first visit to a dentist, even if that visit is at an early age, it is highly likely that he or she will have had many experiences with pediatricians and medical personnel. When a child experiences pain, the reflex reaction is crying and withdrawal. In Pavlovian terms, the infliction of pain is an unconditioned stimulus, but a number of aspects of the setting in which the pain occurs can come to be associated with this unconditioned stimulus. For instance, it is unusual for a child to encounter people who are dressed entirely in white uniforms or long white coats. If the unconditioned stimulus of painful treatment comes to be associated with the conditioned stimulus of white coats, a child may cry and withdraw immediately at the first sight of a white-coated dentist or dental assistant. In this case, the child has learned to associate the conditioned stimulus of pain and the unconditioned stimulus of a white-coated adult, and the mere sight of the white coat is enough to produce the reflex behavior initially associated with pain Note: A) Acquisition – learning a new experience (fear of dentist/whitecoat/needles) B) Generalization – generalizing all similar stimuli (all those wearing white coat cause pain) C) Discrimination – differentiating individual stimuli ( not everyone who wears white coat causes pain) D) Extinction - disappearance of the acquired experience ( loss of fear of dental procedures) E) Spontaneous recovery – reappearance of extinct response ( fear of dental procedure reappears due to poor management behaviour strategies).

SEROUS OTITIS MEDIA, SECRETORY OTITIS MEDIA, MUCOID OTITIS MEDIA, ""GLUE EAR"" This is an insidious condition characterized by accumulation of nonpurulent effusion in the middle ear cleft. The fluid is nearly sterile. The disease affects children of 5-8 years of age. Hearing loss. This is the presenting and sometimes the only symptom. It is insidious in onset and rarely exceeds 40 dB. Deafness may pass unnoticed by the parents and may be accidentally discovered during audiometric screening tests. : Diseases of ENT by Dhingra 6th edition Pgno : 64

Phallic phase (3-5years): Male child develops Oedipus complex (sexual feeling towards mother) and will be afraid that father may castrate him for this termed as ""Castration anxiety"".",2ca21986-5f8c-4ba9-93ce-bf2b8df85882|f10fe683-0482-41ec-8387-a275cadddc1b|8ae09b49-665e-45e3-ac3d-869ff1a96a44,0.5569|0.6652|0.6676,2026-04-20T17:27:16.980993+00:00,,
e845e625-845e-4d02-ab3f-e00f2284d62e,Which of the following is the only complete cailage ring in the respiratory tree?,Cricoid cailage,Thyroid cailage,Cunieform cailage,Epiglottis,A,Cricoid cailage,(Cricoid cailage)(: BDC 5/e Vol lII/p238)Complete cailage ring is seen in Cricoid cailage.Cricoid cailage is shaped like a ring. It encircles the larynx below the thyroid cailage. It is thicker and stronger than the thyroid cailage.,rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,A,Cricoid cailage,True,"Double aoic arch is most common vascular ring, caused by abnormal persistence of the distal segment of the RIGHT of 4th aoic arch. On lateral, arches are posterior to esophagus and anterior to trachea. Symptoms (of tracheal compression or difficulty swallowing) may begin at bih. Aoic arches: Aoic arches are sho vessels connecting ventral and dorsal aoae on each side they run within branchial (pharyngeal) arches are based gradually the 4th and 5th week, in 6 pairs in total the first, second and fifth pairs are developmental in perspective and they soon disappear.1. 1st aoic arch: disappears, a small poion persists and forms a piece of the maxillary aery.2. 2nd aoic arch: disappears, small poions of this arch contributes to the hyoid and stapedial aeries. 3. 3rd aoic arch: common carotid and initial segments of internal carotid aery.4. 4th aoic arch: has ultimate fate different on the right and left side on the left.RIGHT, the proximal segment of the right dorsal aoa persists and is incorporated into the R subclan aery whereas the distal segment regresses.LEFT, both the proximal and distal segments are retained and incorporated into the descending arch of the aoa.5. 5th aoic arch - is transient and soon obliterates.6. 6th aoic arch - pulmonary arch - RIGHT arch: the proximal segment is incorporated into the R pulmonary aery; the distal segment regresses. LEFT arch: the proximal segment is incorporated into the L pulmonary aery; the distal segment persists as the ductus aeriosus.: Embryology for Medical Students, By Sudhir Sant, 2nd Edition, Page 133

an impoant fact about cailage matrix is that it is avascular, i.e. not supplied by capillariestherefore, chondrocytes within the matrix must receive nutrients and oxygen by diffusion from vessels that lie outside the cailagethis long-distance diffusion is possible because of the large volume of water trapped within the matrix(Refer: Manish Kumar Varshney's Essential Ohopedics Principles & Practice, 1st edition, pg no. 7, 347)

The respiratory center is located in the medulla oblongata and is involved in the minute-to-minute control of breathing. Unlike the cardiac system, respiratory rhythm is not produced by a homogeneous population of pacemaker cells : : 371,372,373",ac8f8e85-4d2d-4803-8310-0f51df7869e1|5161f3fb-1046-47e2-916f-e7266c0fb377|33b9afa9-c8af-4f96-9399-55a561768239,0.6973|0.7109|0.7121,2026-04-20T17:27:24.034184+00:00,,
fb79561d-8beb-4a31-aaa5-9350e20b0caa,Steps of intubation - arrange in sequence:- a. Head extension and flexion of neck b. Introduction of laryngoscope c. Inflation of cuff d. Check breath sounds with stethoscope e. fixation of the tube to prevent dislodgement,ABCDE,DBCEA,ACBED,CBAED,A,ABCDE,"For intubation: 1st step: Morning sniffing position: extension of atlanto-occipital joint and flexion of neck. 2nd step: Introduction of laryngoscope 3rd step: Push the tongue away, visualize the epiglottis, aryepiglottic fold, hinge the tip of laryngoscope with aryepiglottic fold and lift the laryngoscope to visualize the glottic opening. 4th step: Introduce ETT and inflate the cuff 5th check for bilateral breath sound FIXATION of the ETT.",rag,ollama,llama3:latest,ollama,llama3:latest,gemini,gemini-2.5-flash,gemini-2.5-flash,A,ABCDE,True,"i.e. Flexion of the neck and extension of the atlanto-occipital joint Optimal head and neck positioning while intubation is obtained by flexion of the neck and extension of the atlanto-occipital joint

(Cuffed endotracheal tube) : Bailey, 24th ed, p. 46; Ajay Yadav, p. 101A cuffed endotracheal tube is used to:1. Facilitate artificial airway ventilation or surgery around face or airway.2. Protection of lung if there is a risk of pulmonary aspiration.Predisposing factors for aspiration:1. Full stomach-- single, most important factor.2. | Level of consciousness.3. Conditions which reduce the tone of LES:Pregnancy (acid aspiration in late pregnancy- Mendelson syndrome)Abdominal tumorsObesity, hiatus herniaPresence of nasogastric tubeDrugs-Atropine, glycopyrrolate, opioids, thiopentone.4. Conditions delaying gastric emptyingDiabetes, hypothyroidism, pain, anxiety, anticholinergics, opium.Management:Prevention:Management - full stomach patients:1. Empty stomach2. H2blockers- to reduce acid production.3. Metoclopramide4. Neutralisation of gastric contents by antacids1. Regional anesthesia is preferred2. Awake intubation3. Rapid sequence intubation- Sellick maneuver

After inseion of laryngoscope, it is levered on the upper incisor to pull up the tongue and visualize the vocal cords(: Miller 81c, p I 666-7667. 71e p1587).The laryngoscope should never be hinged on the teeth to lift up the epiglottis.The patient is aligned in a ""sniffing"" position, i.e. neck (atlanto-axial joint) flexion and face extension (atlanto-occipital joint), at around 35deg and 15deg respectively",d31c893b-c738-43b3-8b25-7322204bf152|78647e01-58cb-4288-98b9-1044314042fb|a74a722b-ad8e-46e3-9cfb-c685d477344d,0.4026|0.4867|0.5503,2026-04-20T17:27:29.981483+00:00,,
